Exhaust,Supply,Return,Outside
-22.507,18.8442,21.7665,10.0132
-23.5848,18.459,21.7871,9.0157
-24.0075,18.1903,21.7317,8.1836
-24.86,17.8711,21.7196,7.2933
-25.3274,17.6399,21.7051,6.3524
-25.4889,17.4608,21.7922,5.4213
-25.8331,17.3042,21.7158,4.6859
-26.0641,17.1982,21.7081,4.1143
-25.9714,17.1282,21.6683,3.7534
-25.7974,17.0379,21.688,3.5792
-25.4703,16.9788,21.7193,3.4222
-25.0819,16.9575,21.7242,3.4032
-24.9836,16.94,21.791,3.397
-24.9894,16.9079,21.7109,3.3653
-24.8891,16.9022,21.8129,3.3715
-24.8183,16.8792,21.7944,3.3737
-24.6943,16.8587,21.9138,3.3123
-24.466,16.8633,21.7883,3.3268
-24.4444,16.8276,21.7183,3.3081
-23.7033,17.6026,21.7669,4.9325
-21.5265,18.1765,21.768,9.479
-20.4909,18.4308,21.6302,11.1989
-19.7709,18.6648,21.7191,12.2591
-19.1287,18.8851,21.4773,12.9035
-18.6605,19.0568,21.3505,13.3907
-18.3264,19.1909,21.4481,13.833
-17.9823,19.3368,21.5542,14.2086
-17.5712,19.4702,21.4894,14.5477
-17.0864,19.5765,21.5737,14.8372
-21.1286,20.3562,21.5391,13.5234
-22.8071,18.5127,21.4274,9.2987
-23.5569,18.0433,21.4791,8.2485
-23.9999,17.8031,21.597,7.4477
-24.6029,17.5746,21.6193,6.6302
-24.9745,17.332,21.6326,5.7368
-25.3811,17.159,21.5403,4.9438
-25.6691,16.9925,21.455,4.2662
-25.7343,16.8633,21.5147,3.7957
-25.7452,16.7997,21.5005,3.4968
-25.4203,16.7774,21.5913,3.341
-25.1467,16.7267,21.6184,3.2945
-24.7093,16.7259,21.6217,3.2861
-24.3479,16.6467,21.3828,3.2534
-24.237,16.5733,21.3771,3.2536
-24.1022,16.5064,21.3399,3.2062
-24.05,16.4366,21.1927,3.2362
-23.8303,16.385,21.1275,3.1907
-23.8351,16.3145,21.1036,3.1854
-23.6787,16.2458,21.1547,3.1317
-23.2241,16.7218,21.2769,3.8668
-21.0043,17.6475,21.0798,8.8316
-20.0571,17.8658,21.0993,10.6719
-19.2079,18.1118,21.2424,11.7782
-18.6998,18.3192,21.2579,12.4631
-18.1751,18.5074,21.1106,12.9607
-17.8229,18.6727,21.3068,13.4275
-17.4184,18.8548,21.3672,13.8202
-17.1382,19.0087,21.1574,14.1303
-16.8467,19.1309,21.1758,14.3976
-20.2625,20.2349,21.1427,14.159
-22.0508,18.1799,21.1775,9.3216
-22.7092,17.6661,21.1445,8.1504
-23.5287,17.3831,21.0349,7.3409
-24.1032,17.1367,21.1529,6.514
-24.4618,16.9039,21.208,5.6812
-24.7216,16.7452,21.1698,4.8913
-25.0173,16.5862,21.1203,4.2385
-25.4386,16.5181,21.1298,3.8029
-25.6653,16.3942,21.1153,3.406
-25.8672,16.3406,21.1518,3.1818
-26.3143,16.2375,21.0657,2.9988
-26.2616,16.2034,21.1766,2.94
-26.4115,16.1113,21.2121,2.7562
-26.6902,16.0712,21.1415,2.656
-26.8585,16.0247,21.167,2.5271
-26.8371,15.9206,21.0873,2.3556
-26.9416,15.8432,21.0978,2.2787
-26.8807,15.807,21.1037,2.2039
-26.6241,15.8461,21.2923,2.1786
-25.8568,16.0872,21.4009,2.2985
-23.1658,17.4846,21.5304,7.9393
-21.8762,17.6869,21.52,10.1718
-20.7832,17.9725,21.5315,11.362
-20.055,18.2334,21.636,12.1532
-19.3367,18.4337,21.6157,12.7918
-18.752,18.6627,21.6947,13.2416
-18.277,18.8564,21.7142,13.7075
-17.7263,19.035,21.6198,14.0625
-17.3713,19.1993,21.6376,14.3883
-17.4034,19.5063,21.5573,14.8326
-21.6772,18.5846,21.6886,9.7375
-22.3448,18.041,21.5605,8.3633
-23.1939,17.6719,21.3683,7.5792
-23.4699,17.35,21.3063,6.7759
-23.7162,17.1088,21.2533,5.9771
-23.9251,16.9089,21.2535,5.1969
-24.5149,16.7825,21.2967,4.5833
-24.647,16.6316,21.2551,4.0515
-24.9215,16.5639,21.3457,3.7461
-25.1339,16.5102,21.3381,3.5265
-25.4224,16.4577,21.2285,3.2902
-25.7569,16.3434,21.2664,3.1882
-25.9099,16.2478,21.2655,3.0084
-26.1245,16.1957,21.275,2.893
-26.289,16.1329,21.181,2.7753
-26.3884,16.1091,21.391,2.6077
-26.8008,16.0235,21.177,2.4677
-26.8163,15.9689,21.3498,2.4324
-26.861,15.9525,21.3229,2.352
-26.4648,15.9659,21.4559,2.3297
-23.9678,17.5673,21.2459,7.3444
-22.5112,18.0975,21.3859,9.925
-21.2542,18.3018,21.1647,11.1595
-20.364,18.4568,21.1788,12.0187
-19.6354,18.6439,21.2224,12.6508
-19.0191,18.8278,21.0434,13.114
-18.4513,19.0096,21.0142,13.4928
-17.9532,19.145,21.1067,13.8838
-17.5867,19.2853,21.0296,14.1746
-17.2488,19.4967,21.1281,14.4674
-21.1542,18.5052,21.1031,10.0186
-22.2133,17.8872,21.3065,8.4277
-22.5762,17.6791,21.3214,7.7104
-23.0182,17.4873,21.3863,7.0369
-23.5313,17.3371,21.4763,6.3002
-23.7608,17.2117,21.4822,5.6061
-24.0499,17.1649,21.5494,5.0276
-24.2643,17.156,21.608,4.6027
-24.7469,17.0941,21.511,4.3395
-24.8629,17.0127,21.5264,4.1402
-25.1945,17.0362,21.7144,4.0033
-25.2514,16.9956,21.6398,3.9025
-25.5763,16.887,21.6784,3.6713
-25.7953,16.79,21.4591,3.5202
-25.9596,16.71,21.6067,3.3855
-26.1214,16.712,21.6805,3.282
-26.2883,16.6481,21.5058,3.1924
-26.4905,16.5684,21.5656,3.0633
-26.6053,16.4764,21.5955,2.9392
-26.662,16.4489,21.5575,2.8468
-24.559,17.9743,21.7421,7.3412
-23.1696,18.3307,21.7653,10.2004
-22.4292,18.8939,21.6031,11.5157
-21.5789,19.4006,21.7643,12.3264
-20.6222,19.6847,21.7099,12.9283
-19.9641,19.7856,21.6756,13.3835
-19.1104,19.9059,21.6657,13.7767
-18.499,20.0062,21.6481,14.1298
-17.9365,20.1541,21.7768,14.4248
-17.5424,20.304,21.7367,14.7819
-20.7459,19.1122,21.3321,10.785
-21.4256,18.1976,21.3214,8.7334
-22.0745,17.8131,21.3717,7.9739
-22.3567,17.5596,21.1871,7.2578
-22.7371,17.3688,21.1933,6.535
-23.0425,17.1472,21.1753,5.8315
-23.5609,17.0375,21.1645,5.2384
-23.4971,16.8374,21.0617,4.7257
-23.7911,16.7731,21.0242,4.3747
-24.0785,16.7034,21.1979,4.1613
-24.3281,16.6195,21.1216,3.9334
-24.444,16.5159,21.0816,3.7889
-24.7594,16.5148,21.2996,3.6841
-25.043,16.5249,21.4185,3.6039
-25.2892,16.5242,21.5536,3.5526
-25.3074,16.5303,21.5959,3.4402
-25.9056,16.5501,21.5878,3.3372
-25.8049,16.5821,21.7217,3.2837
-25.8213,16.5675,21.7598,3.1883
-25.974,16.5728,21.7572,3.1025
-24.1751,18.0015,21.7798,6.6573
-22.6736,18.4048,21.7918,10.2094
-21.9072,18.7923,21.8226,11.5594
-21.263,19.1891,21.7907,12.5007
-20.866,19.6123,21.8109,13.0513
-20.1475,19.9248,21.8234,13.5056
-19.7864,20.1924,21.8518,13.909
-19.0857,20.3784,21.7819,14.2381
-18.4147,20.4259,21.8881,14.5491
-17.7472,20.5091,21.9054,14.8246
-20.9985,19.6426,21.8918,11.6445
-21.7878,18.5547,21.8296,9.0824
-22.1148,18.2536,21.8161,8.2696
-22.8401,18.0779,21.8465,7.6145
-22.9281,17.8323,21.9102,6.8615
-23.0555,17.7035,21.9311,6.123
-23.468,17.5562,21.8797,5.507
-23.6582,17.4656,21.8775,5.0368
-24.0296,17.462,21.8781,4.8066
-24.0589,17.3263,21.872,4.5126
-24.3309,17.352,21.8938,4.3969
-24.6729,17.2316,21.8573,4.2517
-24.6779,17.2063,21.9544,4.1768
-24.7059,17.0914,21.913,3.9906
-24.9616,17.1268,21.8639,3.9264
-25.0699,17.009,21.9267,3.8009
-25.1782,17.0135,21.9245,3.7447
-25.4313,16.8844,21.8894,3.5817
-25.6704,16.8186,21.8732,3.4417
-25.7655,16.7913,21.9114,3.3738
-24.4346,17.9692,21.9152,5.8483
-22.6281,18.9064,21.9776,9.9509
-21.5283,19.4275,21.8775,11.4323
-20.6264,19.7789,21.934,12.3918
-19.8788,19.989,21.8751,13.061
-19.0768,20.1052,21.8991,13.6136
-18.3369,20.3636,21.9802,13.9928
-17.9869,20.5311,21.8625,14.3939
-17.464,20.6517,21.89,14.5794
-17.0264,20.7561,21.9372,14.8566
-20.0342,20.1746,21.8551,12.5671
-20.887,18.6923,21.8991,9.3303
-21.7682,18.4262,21.7886,8.5546
-22.2827,18.1406,21.8258,7.7914
-22.5576,17.9255,21.9162,7.1216
-22.8662,17.7713,21.8775,6.4268
-23.179,17.6769,21.8048,5.7906
-23.4546,17.5355,21.875,5.278
-23.367,17.4722,21.865,4.9245
-23.9102,17.3598,21.8293,4.6674
-24.1178,17.3645,21.8794,4.5452
-24.2387,17.2746,21.9098,4.3688
-24.2752,17.26,21.916,4.3324
-24.5662,17.152,21.8914,4.1375
-24.532,17.0946,21.8934,4.0319
-24.8322,17.0123,21.8861,3.881
-25.1599,16.9714,21.8781,3.8248
-25.3536,16.9097,21.8431,3.6008
-25.6107,16.8289,21.8398,3.5006
-25.6031,16.8241,21.9306,3.4315
-24.8205,17.5051,21.936,4.8105
-22.7656,18.6838,21.8924,9.7445
-22.0101,19.2046,21.9027,11.3978
-21.1903,19.5563,21.8468,12.369
-20.5385,19.8593,21.896,12.9635
-20.1937,20.2256,21.8093,13.5306
-19.7827,20.5304,21.9113,13.8425
-19.3526,20.7556,21.865,14.2139
-18.7943,20.9573,21.866,14.5311
-18.2298,21.0327,21.9797,14.7585
-20.727,20.6148,21.9299,13.5211
-22.0132,18.7503,21.8946,9.4462
-22.4637,18.3543,21.8561,8.4833
-22.7408,18.1386,21.9493,7.8013
-23.1175,17.9683,21.8654,7.0351
-23.2981,17.7462,21.9264,6.2327
-23.4468,17.6799,21.9247,5.6371
-23.5079,17.5473,21.9591,5.1618
-23.5857,17.4901,21.9321,4.8974
-23.9968,17.4504,21.8758,4.6979
-24.0536,17.4285,21.948,4.6155
-24.2922,17.3359,21.9517,4.4694
-24.345,17.2846,22.0121,4.3228
-24.6283,17.2067,21.9646,4.1828
-24.7382,17.2135,22.0031,4.1041
-24.8973,17.0795,22.0134,3.9251
-24.9748,17.1475,21.9724,3.9748
-25.2424,16.971,21.9811,3.8032
-25.1948,17.0272,21.9597,3.7415
-25.2496,16.9267,21.8949,3.627
-24.9041,17.3108,21.9447,4.0269
-22.9318,18.9119,21.9676,9.4615
-21.8657,19.4837,21.9766,11.2757
-20.8765,19.8634,21.9657,12.2669
-20.1265,20.1085,21.9802,13.0261
-19.2694,20.2597,21.9976,13.4957
-18.7895,20.5014,22.0252,13.949
-18.2825,20.6814,21.9878,14.2106
-17.9026,20.8673,21.9168,14.5445
-17.4126,21.0102,21.9868,14.7791
-19.6372,21.1578,22.0024,14.8271
-21.0212,18.918,21.95,9.8097
-21.8936,18.5251,21.9507,8.7395
-22.3628,18.1881,21.9604,7.975
-22.6817,18.0147,21.9373,7.2613
-22.8882,17.7672,21.9749,6.4897
-23.3831,17.6021,21.896,5.8018
-23.5699,17.4922,21.9062,5.2944
-23.642,17.4842,21.866,4.954
-24.1057,17.3478,21.8894,4.6968
-24.21,17.2576,21.9578,4.4745
-24.3689,17.1416,21.9452,4.2587
-24.5487,17.1993,21.972,4.2331
-24.82,17.1021,21.937,4.0856
-24.9393,17.0317,21.9329,3.9501
-24.9288,16.9495,21.8693,3.8049
-25.0766,17.036,21.9481,3.7702
-25.3104,16.8774,21.8811,3.681
-25.6277,16.8488,21.9109,3.5574
-25.736,16.7129,21.9468,3.4303
-25.6924,16.8176,21.9146,3.4441
-23.4101,18.6012,21.9933,8.7561
-22.4724,19.2862,21.8871,10.8933
-21.5111,19.7077,21.9202,11.9613
-21.0573,20.0492,21.8717,12.6963
-20.3085,20.3049,21.9356,13.2272
-19.5471,20.5074,21.9539,13.6928
-18.8313,20.6355,21.8733,13.9555
-18.3664,20.7573,21.8624,14.2552
-17.8395,20.9147,21.8599,14.5052
-17.5483,20.9979,21.8324,14.8096
-17.2487,21.1508,21.8645,15.0329
-16.9148,21.2458,21.8356,15.1477
-16.6342,21.3247,21.7856,15.3035
-16.4696,21.415,21.8173,15.4184
-16.2587,21.53,21.9009,15.5713
-16.1207,21.5849,21.7661,15.5973
-15.9928,21.6245,21.9256,15.6798
-15.8277,21.7198,21.887,15.7586
-15.8138,21.7931,21.8557,15.9068
-15.7976,21.8182,21.9445,15.8938
-15.7134,21.8408,21.9133,15.9503
-15.6215,21.8799,21.8769,16.0025
-15.6265,21.9137,21.8789,16.1342
-15.5176,21.9626,21.8698,16.1139
-20.5687,19.4867,21.9014,11.2815
-21.6411,18.8151,21.9056,9.5947
-22.5108,18.525,21.8794,8.8619
-22.9615,18.3255,21.9538,8.192
-23.3001,18.0161,21.9073,7.4395
-23.7534,17.8213,21.8807,6.6832
-24.2564,17.6278,21.9151,5.9744
-24.3739,17.6317,21.9071,5.4181
-24.5873,17.4492,21.8175,4.8989
-24.8071,17.3794,21.9044,4.5714
-24.9299,17.2355,21.8573,4.2861
-25.1927,17.2506,21.8254,4.2085
-25.4458,17.2382,21.8237,4.1433
-25.5602,17.0396,21.8658,3.915
-25.7998,16.983,21.8702,3.7378
-26.0639,16.9287,21.8066,3.6
-26.2592,16.9307,21.7825,3.5656
-26.3692,16.8049,21.9013,3.3502
-26.5967,16.7138,21.8605,3.2256
-26.6694,16.6636,21.8309,3.1507
-24.5507,18.3502,21.8268,7.5622
-23.1921,19.2673,21.8639,10.1491
-22.1914,19.7073,21.8165,11.4429
-21.0836,20.0054,21.869,12.2181
-20.1386,20.304,21.8367,12.9899
-19.3063,20.49,21.8829,13.4574
-18.729,20.7021,21.8507,13.8386
-18.2679,20.8464,21.8459,14.1095
-17.6768,21.0239,21.8322,14.4855
-17.3427,21.1353,21.8379,14.7088
-20.4152,19.3157,21.8935,10.7241
-21.2836,18.5066,21.9021,8.8386
-21.6825,18.3016,21.8644,8.1959
-22.2636,17.989,21.8759,7.4542
-22.4509,17.8175,21.8639,6.7697
-22.7856,17.6437,21.8036,6.1441
-23.0604,17.5661,21.7948,5.65
-23.3848,17.3973,21.7948,5.123
-23.6402,17.3399,21.8386,4.8775
-23.6919,17.2568,21.8029,4.6153
-23.9479,17.2595,21.7924,4.442
-24.147,17.1305,21.8159,4.2244
-24.2429,17.1344,21.8771,4.2031
-24.5451,17.0387,21.754,3.996
-24.8458,17.0257,21.7521,3.9585
-25.0085,16.8655,21.7598,3.7556
-25.148,16.9114,21.7777,3.7596
-25.2352,16.7651,21.7666,3.6004
-25.3499,16.7998,21.8186,3.504
-25.5039,16.7359,21.794,3.4269
-23.814,18.2166,21.8877,6.8822
-22.5232,19.1009,21.8457,10.0953
-21.7503,19.5449,21.8765,11.4126
-21.0741,19.8877,21.8751,12.3188
-20.5916,20.1839,21.8381,12.9668
-20.1488,20.4069,21.8516,13.3378
-19.8195,20.6086,21.7897,13.6913
-19.5204,20.8105,21.8107,13.9859
-19.2409,20.9525,21.8156,14.2662
-18.8468,21.0754,21.7841,14.4152
-22.1702,19.4916,21.7794,11.1571
-23.0336,18.3976,21.8272,8.7595
-23.3729,18.1017,21.7991,7.9987
-23.7363,17.8319,21.8507,7.1747
-23.871,17.6069,21.7689,6.3759
-24.0933,17.3871,21.7888,5.6249
-24.0505,17.285,21.8087,5.0798
-23.9273,17.2517,21.7945,4.6796
-24.0127,17.1815,21.8238,4.453
-23.9528,17.1826,21.8466,4.3593
-23.7444,17.1078,21.8434,4.249
-23.5669,17.0746,21.8555,4.202
-23.6062,17.0119,21.781,4.0949
-23.4578,17.0206,21.8092,4.1106
-23.4647,16.9596,21.8545,4.0628
-23.4699,17.02,21.7876,4.1167
-23.5891,16.8576,21.8452,4.0066
-23.6095,16.8492,21.812,3.9487
-23.7734,16.8012,21.7861,3.8747
-23.9601,16.8003,21.7854,3.8036
-22.6112,18.0659,21.8565,6.4295
-20.8215,18.3587,21.8468,10.091
-19.8972,18.6514,21.8451,11.574
-19.0937,18.9355,21.7927,12.4654
-18.5865,19.1087,21.8611,13.1796
-18.1288,19.3013,21.7393,13.6006
-17.7398,19.4503,21.7753,14.0059
-17.3512,19.589,21.8027,14.2444
-16.8674,19.7163,21.8409,14.6174
-16.546,19.8721,21.7924,14.8503
-20.6053,19.9224,21.8275,12.4029
-21.7372,18.5268,21.815,9.2253
-22.6155,18.1901,21.7745,8.3639
-22.9552,17.9538,21.8368,7.653
-23.3941,17.6985,21.735,6.8778
-23.7156,17.6136,21.8132,6.1484
-24.2322,17.3779,21.8115,5.4411
-24.3418,17.301,21.8247,4.9322
-24.382,17.1718,21.8061,4.5543
-24.5742,17.1445,21.8154,4.3247
-24.8748,17.0765,21.8964,4.1503
-24.8926,17.0784,21.8108,4.0146
-25.0324,16.9427,21.8015,3.8944
-25.1995,16.8688,21.7733,3.7575
-25.312,16.8188,21.8009,3.636
-25.4537,16.7863,21.7519,3.5319
-25.4144,16.699,21.7313,3.3912
-25.6823,16.7214,21.8102,3.4186
-25.7018,16.5575,21.7015,3.2458
-25.7358,16.6036,21.7671,3.2471
-24.7742,17.395,21.8028,4.828
-22.6839,18.1715,21.7949,9.3894
-21.5536,18.5598,21.8375,11.2037
-20.5348,18.796,21.8342,12.1797
-19.5553,18.9639,21.7865,12.883
-18.8468,19.1123,21.8293,13.4079
-18.1613,19.2816,21.8039,13.8572
-17.5852,19.4219,21.8083,14.1187
-17.058,19.5086,21.8185,14.4864
-16.6299,19.6096,21.8294,14.7467
-19.6008,20.257,21.8384,13.2675
-20.7295,18.648,21.8206,9.4157
-21.3341,18.234,21.8093,8.4879
-21.9032,18.1122,21.8283,7.9445
-22.1054,17.8499,21.8124,7.2112
-22.2241,17.717,21.8267,6.5275
-22.543,17.5229,21.8303,5.9152
-22.8015,17.455,21.7786,5.4837
-23.0436,17.3194,21.7425,5.0841
-23.2413,17.3232,21.8582,4.8612
-23.2396,17.1932,21.8933,4.6122
-23.4365,17.1448,21.8443,4.4829
-23.414,17.117,21.8226,4.4145
-23.6023,16.996,21.838,4.2217
-23.7639,17.0055,21.802,4.1722
-23.8698,16.9134,21.7796,4.0343
-24.0735,16.9268,21.7884,4.0102
-24.2947,16.8219,21.7507,3.9142
-24.3111,16.806,21.7497,3.8609
-24.4488,16.6975,21.7589,3.6797
-23.9929,17.233,21.8094,4.3116
-21.6887,18.1495,21.8354,9.3967
-20.7272,18.3982,21.7657,11.23
-19.8617,18.6447,21.7989,12.2429
-19.1337,18.882,21.7762,13.0217
-18.6334,19.0565,21.8026,13.4342
-18.242,19.2222,21.832,13.8762
-17.8082,19.3731,21.7688,14.1376
-17.4803,19.5223,21.8553,14.5283
-17.0859,19.6372,21.8323,14.7917
-20.2978,20.6405,21.7343,14.4029
-22.082,18.7032,21.8344,9.6865
-22.7735,18.3271,21.7285,8.6395
-23.586,18.0196,21.736,7.8518
-23.6739,17.8056,21.714,7.0968
-23.9914,17.5396,21.7483,6.2427
-24.4783,17.4188,21.8075,5.5627
-24.692,17.2329,21.7458,4.9509
-24.8429,17.1673,21.8166,4.5728
-24.9757,17.0984,21.788,4.2765
-25.0126,17.0717,21.809,4.1025
-25.3253,16.9851,21.7608,3.9526
-25.3917,16.9227,21.7655,3.8178
-25.5261,16.8554,21.7891,3.6881
-25.5922,16.8023,21.7387,3.6208
-25.5874,16.7831,21.8158,3.5538
-25.6725,16.6879,21.8157,3.4255
-25.1829,16.6359,21.8286,3.3909
-24.7069,16.5719,21.6982,3.3675
-24.2181,16.5788,21.7143,3.3872
-23.5771,16.7287,21.8015,3.4297
-21.2948,18.0236,21.8007,8.8305
-20.2011,18.2182,21.7462,10.9469
-19.2733,18.4849,21.8035,12.0756
-18.4881,18.699,21.8037,12.7737
-17.8766,18.8543,21.7556,13.3887
-17.2074,19.0079,21.8318,13.818
-16.9223,19.159,21.782,14.2048
-16.4846,19.2869,21.7855,14.4775
-15.9857,19.4025,21.7011,14.8174
-16.5664,19.8859,21.7823,15.2048
-20.1862,18.8313,21.8096,10.0644
-20.9424,18.269,21.7502,8.7834
-21.4332,18.081,21.7299,8.1232
-21.827,17.8016,21.7255,7.4283
-22.1409,17.6857,21.7819,6.7463
-22.4278,17.4465,21.7112,6.1189
-22.7253,17.4319,21.7568,5.5822
-22.8694,17.2656,21.7534,5.1711
-23.1177,17.26,21.7772,4.9546
-23.3666,17.1237,21.7314,4.6312
-23.4418,17.1306,21.6983,4.5306
-23.3991,16.9867,21.6649,4.3267
-23.689,16.968,21.7522,4.2233
-23.7558,16.8567,21.7508,4.1576
-23.9432,16.879,21.6685,4.0659
-24.0784,16.7287,21.6697,3.9381
-23.997,16.7802,21.6897,3.8943
-24.1329,16.6519,21.7538,3.7615
-24.4159,16.6805,21.751,3.7508
-24.4249,16.6076,21.7785,3.6675
-22.0365,18.1107,21.8097,8.385
-20.9659,18.1939,21.729,10.7121
-20.0769,18.4647,21.7711,11.9723
-19.3353,18.683,21.7013,12.7272
-18.6247,18.853,21.7282,13.3237
-18.244,19.0007,21.7427,13.7003
-17.7665,19.1799,21.7498,14.1355
-17.5001,19.294,21.6943,14.3723
-17.1338,19.4013,21.691,14.6833
-16.738,19.5333,21.6834,14.8969
-21.4133,18.9053,21.6815,10.3001
-22.372,18.2357,21.7057,8.7398
-23.1282,17.9559,21.6924,8.0084
-23.5644,17.7274,21.6985,7.2512
-23.852,17.4744,21.6935,6.3952
-24.1249,17.3448,21.7589,5.7015
-24.3821,17.1737,21.7365,5.0535
-24.5592,17.1106,21.7623,4.6262
-24.8046,16.9526,21.7615,4.2844
-24.8632,16.9365,21.7189,4.0805
-25.0365,16.7943,21.7526,3.9197
-25.086,16.7566,21.6858,3.7747
-25.2708,16.6773,21.6534,3.655
-25.2824,16.6161,21.683,3.6028
-25.3077,16.5598,21.6922,3.4738
-25.3673,16.5221,21.6458,3.4135
-25.5197,16.5081,21.6642,3.4033
-25.6127,16.4696,21.6572,3.2698
-25.5988,16.3734,21.7322,3.1861
-25.6033,16.3046,21.6783,3.0858
-23.5226,17.9074,21.6682,7.4453
-22.0063,18.0925,21.7118,10.271
-20.8753,18.3683,21.6883,11.5126
-19.8559,18.5378,21.7387,12.4053
-19.0508,18.6958,21.7269,12.9586
-18.3095,18.8534,21.7087,13.5281
-17.5803,18.9791,21.7092,13.8533
-17.2263,19.1131,21.7675,14.2444
-16.772,19.2332,21.7415,14.4918
-16.1899,19.3267,21.7375,14.8479
-19.821,19.0364,21.7564,10.8756
-20.7267,18.2331,21.672,8.8502
-21.368,17.9391,21.7362,8.1568
-21.7824,17.7636,21.7339,7.4856
-22.0836,17.5794,21.7228,6.8371
-22.1636,17.4037,21.7576,6.1851
-22.404,17.2461,21.7118,5.5906
-22.5798,17.2174,21.7061,5.24
-22.5373,17.1706,21.7077,4.9892
-22.766,17.0249,21.6896,4.7187
-23.0238,16.9364,21.6883,4.5387
-23.2775,16.9973,21.7211,4.4329
-23.3835,16.9613,21.7438,4.3861
-23.5327,16.7708,21.696,4.1989
-23.5814,16.7468,21.7315,4.1045
-23.5537,16.7192,21.6835,4.0681
-23.6432,16.7106,21.7164,4.0421
-23.785,16.5901,21.7477,3.9178
-23.876,16.642,21.7213,3.921
-23.8106,16.5046,21.6867,3.7598
-22.231,18.0255,21.6731,7.13
-20.7141,17.9927,21.7656,10.3412
-19.7781,18.2831,21.7097,11.7276
-19.0216,18.5101,21.7404,12.5657
-18.3779,18.705,21.7364,13.1798
-17.9432,18.8546,21.7127,13.6096
-17.4432,19.0225,21.6754,13.9355
-17.0166,19.1442,21.7133,14.2411
-16.5655,19.2729,21.7145,14.5834
-16.3905,19.3781,21.7433,14.909
-20.6716,19.3387,21.7228,11.5794
-21.8079,18.2418,21.7304,8.9986
-22.3257,18.0396,21.6999,8.2559
-22.9759,17.7521,21.7387,7.5249
-23.2989,17.5126,21.7431,6.7292
-23.3167,17.2562,21.7162,5.9222
-23.725,17.2282,21.7648,5.3375
-23.8943,17.1016,21.6649,4.9004
-24.0806,16.9296,21.7743,4.5003
-24.2231,16.8228,21.7252,4.2338
-24.4761,16.8682,21.6922,4.1502
-24.4192,16.7906,21.729,4.0574
-24.5319,16.7345,21.7207,3.9183
-24.7803,16.628,21.7199,3.8108
-24.7578,16.6783,21.7392,3.7807
-24.7862,16.6039,21.6486,3.7547
-24.8232,16.5261,21.6406,3.6298
-24.9196,16.3967,21.7579,3.5153
-24.9241,16.4487,21.6517,3.4619
-25.0358,16.3245,21.6501,3.4014
-23.5629,17.5667,21.7276,5.7887
-21.8441,17.7556,21.6687,9.7098
-20.9146,18.0811,21.6458,11.4639
-20.1541,18.3311,21.7143,12.3286
-19.4773,18.5436,21.6976,12.8821
-18.9458,18.7158,21.6748,13.3289
-18.3696,18.8844,21.6765,13.8599
-17.8657,19.0246,21.7151,14.2385
-17.5995,19.1606,21.7282,14.4144
-17.1599,19.3005,21.6341,14.6607
-16.832,19.399,21.6895,15.0358
-16.3865,19.5268,21.7126,15.1797
-16.213,19.6226,21.6531,15.3303
-16.0977,19.7127,21.6442,15.3732
-15.807,19.7926,21.6653,15.5897
-15.7103,19.8815,21.6883,15.6733
-15.4362,19.9439,21.7613,15.7631
-15.0035,20.0297,21.7938,15.8801
-15.1411,20.0988,21.7303,15.9099
-14.9531,20.1656,21.7063,15.9975
-14.8371,20.1989,21.6734,15.9738
-14.6064,20.26,21.7242,16.055
-14.657,20.3082,21.7376,16.1053
-14.5531,20.3566,21.6707,16.2114
-19.529,20.4677,21.6986,14.182
-21.2691,18.7933,21.6648,10.1854
-22.1359,18.4331,21.7346,9.2307
-22.8099,18.1899,21.673,8.598
-23.1144,17.885,21.6557,7.8245
-23.6028,17.72,21.7214,7.1523
-23.963,17.4623,21.6568,6.3881
-24.0439,17.4061,21.6334,5.8083
-24.1904,17.2159,21.7512,5.2387
-24.4248,17.1566,21.7068,4.9367
-24.5553,17.0271,21.7141,4.5377
-24.6084,17.0358,21.7213,4.3853
-24.6236,16.9113,21.6818,4.1779
-24.7081,16.8773,21.6679,4.0845
-24.6493,16.7643,21.6139,3.8885
-24.6396,16.7606,21.6533,3.8608
-24.3148,16.6976,21.6803,3.8206
-24.0114,16.7199,21.6108,3.814
-23.9576,16.6603,21.6669,3.7681
-23.7387,16.5939,21.6865,3.7908
-22.8861,17.2525,21.7412,4.8228
-20.7763,17.948,21.7054,9.5012
-19.7372,18.2018,21.7128,11.2103
-18.8689,18.4457,21.7084,12.219
-18.1531,18.6564,21.6581,12.9478
-17.4509,18.8423,21.7374,13.4217
-16.7788,19.0068,21.6925,13.8727
-16.4061,19.1532,21.6256,14.1905
-15.9159,19.2801,21.6243,14.6077
-15.5433,19.3964,21.6763,14.9232
-18.5914,20.3475,21.6306,14.1378
-20.0504,18.5636,21.6537,9.6639
-20.5055,18.3144,21.6679,8.7628
-20.9926,17.9489,21.6232,8.0552
-21.2397,17.8325,21.6196,7.4605
-21.4684,17.5964,21.7009,6.8747
-21.8669,17.4996,21.7038,6.3534
-22.1492,17.3669,21.6215,5.915
-22.2484,17.2893,21.6311,5.526
-22.3054,17.19,21.6695,5.2031
-22.4327,17.1302,21.6925,4.9324
-22.5888,17.0252,21.6536,4.7807
-22.6314,16.9978,21.6015,4.6591
-22.8528,17.0194,21.6491,4.5914
-22.8792,16.9231,21.731,4.4713
-23.0704,16.9926,21.7229,4.4338
-23.0464,16.8688,21.6694,4.3231
-23.1327,16.8046,21.6156,4.2163
